SUITE                        EXIT   LOG
tests_sizing_policy          0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_sizing_policy.log
tests_notional_backfill      0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_notional_backfill.log
tests_request_budget         0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_request_budget.log
tests_halt_evidence          0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_halt_evidence.log
tests_threshold_roles        0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_threshold_roles.log
tests_cond3_worst_selector   0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_cond3_worst_selector.log
tests_halt_verdict_states    0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_halt_verdict_states.log
tests_flatten_cancels_first  0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_flatten_cancels_first.log
tests_stuck_position_ack     0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_stuck_position_ack.log
tests_reprice_day            0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_reprice_day.log
tests_alert_tiers_live       0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_alert_tiers_live.log
tests_gap_observer           0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_gap_observer.log
tests_live_install_ritual    0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_live_install_ritual.log
tests_live_state_root        0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_live_state_root.log
tests_setup_live_account     0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_setup_live_account.log
tests_live_dry_pass          0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_live_dry_pass.log
tests_stale_order_sweep      0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_stale_order_sweep.log
tests_venue_rate_authority   0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_venue_rate_authority.log
tests_filters_cache_per_mode 0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_filters_cache_per_mode.log
tests_rate_backstop_window   0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_rate_backstop_window.log
tests_alarm_redelivery       0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_alarm_redelivery.log
tests_a2_withdrawal_gate     0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_a2_withdrawal_gate.log
tests_readiness_filters_path 0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_readiness_filters_path.log
tests_unseal_rehearsal_halt  0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_unseal_rehearsal_halt.log
tests_cancel_ban_resilience  0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_cancel_ban_resilience.log
tests_book_weights_effective 0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_book_weights_effective.log
tests_request_accounting     0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_request_accounting.log
tests_anchor_skip_visible    0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_anchor_skip_visible.log
tests_env_loading            0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_env_loading.log
tests_review_anchor_scoping  0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_review_anchor_scoping.log
tests_param_encoding         0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_param_encoding.log
tests_sheet_subject          0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_sheet_subject.log
tests_fills_supersede        0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_fills_supersede.log
tests_neutrality_check       0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_neutrality_check.log
tests_book_reshape           0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_book_reshape.log
tests_reduce_only_reject     0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_reduce_only_reject.log
tests_neutrality_price       0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_neutrality_price.log
tests_exit_ledger            0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_exit_ledger.log
tests_ops_flag_safety        0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_ops_flag_safety.log
tests_reject_topup           0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_reject_topup.log
tests_disposition_matrix     0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_disposition_matrix.log
tests_alarm_digest           0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_alarm_digest.log
tests_redelivery_settles     0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_redelivery_settles.log
tests_daily_summary          0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_daily_summary.log
income_callers               0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_income_callers.log
guard_reach                  0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_guard_reach.log
tests_guard_reach            0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_guard_reach.log
tests_readout_gate           0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_readout_gate.log
tests_break_decomposition    0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_break_decomposition.log
tests_break_split_gate       0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_break_split_gate.log
tests_break_split_wiring     0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_break_split_wiring.log
